text,label
,0
,0
,0
,0
,0
,0
,0
7,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,0
1부,0
1부,0
,0
,0
전용목적,1
문서번호,1
신청사항,1
위치,1
신청인,1
허가위치,1
면적,1
산업 51311 40,0
간해이 어방동 457 번지,0
김해군 한림물면 가능리 423 번지외 필지,0
1765 교,0
위생 뒷가정용독제품제조공장부적,0
김해군 한림면 다동리 423 먼지의 필지,0
1761 교,0
토지사용승학서,1
허가면적,1
업무에 참고하기 바람,1
지목변경 신청하여야 합니다,1
한림글면장은 별철히가 증사본에 명시원 허가조건 및 제반법구클 위반하지 암도록 지도  감독에 철저클 기하고 착공 및 준금시 착금보고 및 준금보고틀 징구하기 바라다,1
제목,1
표시판 및 착공통보서식 1부,1
전용목적,1
건축허가 신청하서야 하다,1
침부: 능지전응허가,1
구입한 영수증 및 대체능지조성비  전용부담금,1
능지전용허가 증사분 1부,1
지적과,1
인감증명,1
허가조건,1
능지전용 허가증,1
토지대장 등분,1
능지전응허가에 따른 다음절차,1
사업계학서,1
신청하실 때는 긍장설림신고 및 능지전용허가 신청시에 구비하여 제출하신 다음서류는 철부하,1
우리군,1
토지등기부등본,1
수신처,1
아래와 같이 감독공무원올 임명하니 수시 확인  점검하도록 조치바람,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
능지전응 허가 통보,0
,0
,0
,0
,0
,0
참조,1
수신,1
주소,1
문서번호,1
첨부,1
제목,1
시행일자,1
내용,1
27210-3791,0
1993. 12 27,0
김 해 군 수,0
산 업 과 장,0
농지 전용 허가 신청서 진달,0
김해시 어방동 457-2,0
농지 전용 허가 신청이 있어 농지 보전 이용에 관한 법률 시행규칙 제6조의2 제1항의 규정에 의거 별점과 같이 진달하오니 처리하여 주시기 바랍니다.,0
농지 전용 허가 신청서 4 부,0
주소,1
전화번호,1
수신,1
담당자,1
법물시행령,1
신고수리통보,1
지방세법,1
문서번호,1
민원처리,1
시행일자,1
공장설립신고,1
경남 김해시 부원 동 61-1,0
55142-3535,0
93. 11. 19,0
김해시 이방동 457-2번,0
재 묵,0
True,0
True,0
재165조,0
1회 방문 처리,0
True,0
주소,1
용도,1
시,1
문서번호,1
면적,1
신청사항,1
위치,1
허가면적,1
전화,1
우편번호,1
점부,1
신청인,1
제목,1
허가위치,1
지역,1
621-010,0
경남,0
김해시,0
부원등 61-1,0
(0525) 30-1373,0
산업 51311,0
능지전응 허가,0
삼방동 070 번치,0
김해군 상동 물면 폐감리 567 번지,0
240 교,0
전용복적 주유소 건립부지,0
김해군 상동운면 대감 리 569 번지,0
440 교,0
수신,1
우리군 대감리,1
전용목적 달성일로부터 30일 내에,1
허가면적,1
토지사움승락서,1
철부,1
상_통 업 계 장,1
3 301 초과서논,1
기재,1
제목,1
대체능지조성비,1
사업계획서,1
전용목적,1
농어촌,1
상동 음면장,1
전용부담금,1
능지전용허가에 따른 다음절차,1
허가증,1
진홍공사에,1
능지전응허가증,1
허가조건,1
토지대장 등분,1
지역개발공채,1
구입한 영수증,1
국토이용 계획 확인서,1
3 3007 미만인 경우,1
토지등기부등본,1
사랑과 같음,1
수신처,1
건립부지,1
,0
,0
,0
,0
,0
,0
,0
125 000,0
350 088,0
,0
,0
/4.996,0
,0
,0
,0
우리군 (지적과)에 지목변경 신청하여야 합니다.,0
건 축하가 신청하서야 하여  신청하실 때는 농지전용주천 및 농지전응히가 신청시에 구비하여 제출하신 다음서류는 철부하 지 않으서도 팀니다.,0
,0
,0
,0
(인감증명),0
,0
능지전용히가 표시판 및 착공통보서식 1부.,0
,0
참조,0
능지전용 허가 통보,0
569 먼지의 필자가 능지전응허가 되없기 에 통보하니 업무에 참고하기 바람.,0
별철허가 증사본에 명시원 허가조건 및 제반법규칙 위반하지 암도록 지도.감 독에 철저클 기하고 착공 및 준금시 착금보고 및 준공보고틀 징구 하기 바라다  아래와 같이 감독공무원올 임명하니 수시 확인.점검도록 조치바람.,0
,0
능지전응허가 증 사본 1부.,0
법,1
규정,1
처리,1
농지관리위원회,1
신청서,1
농지전 용히 가신청서,0
농지보전및 이용에 관한 법,0
제 4조의 규정,0
농지관리위원회,0
처리하여 주시기 바랍니다,0
농지전용 추천서,1
자전물 허가,1
상동면,1
대감리 569-3번지상3 주유소,0
교부,0
석유판매 사업허가 신청,0
주소,1
전용목적,1
문서번호,1
신청사항,1
위치,1
허가면적,1
전화,1
신청인,1
제목,1
허가위치,1
면적,1
621-010 /경남 김해시,0
(0525) 30-1373,0
산업 51311,0
집해군 상동면 매리 437번지,0
김해군 매리 413번지 외,0
261 교,0
농기계 수라붐다 건림부지,0
능지전용허가,0
김해군 상동면 매리 41번지 외,0
261 교,0
수신,1
사항과 같음,1
종 업 계,1
철부,1
기재,1
제목,1
저역캐발금체,1
전용목적,1
농어촌,1
허카면적,1
전용부담금,1
능지전용허가증 사분,1
토지사용승락서,1
아래와 같이 감독공무원 올 임명하니 수시 확인. 점검도록 조치바람,1
농기계 수리센타 거립부지,1
허가조건,1
진금사에 남부하시고 허가증올 수령하시기 바라며 전용목적 달성일로부터 30일 내에 우리군 (지적과)에 지목변경 신청하여야 합니다.,1
침부,1
국토이용 계획확인 서,1
우리군 상동움여) 매리 413 번지외 필늄가 능지전용허가 되없기 에 통보하니 업무에 참고하기 바람.,1
토지대장 등본,1
스동금면장은 별철허가증사본데 명시원 허가조건 및 제반법규클 위반하지 양도록 지도,1
사업계학서,1
농지전용허가증,1
능지전용허가에 따른 다음절차는 건축하가 신청하서야 하며   신청하실 때는 궁장설 립신고 및 능지전용허가 신청시에 구비하여 제출하신 다음서류는 철부하 지 으서도 되니다.,1
토지등기부등본,1
수신처,1
수신처 참조,1
,0
,0
,0
,0
,0
,0
3 309유미말인 경우 125 000  3300  초카시늘 350 000원-)틀-구입한 영수종 및 대체능지조성비,0
607.460,0
,0
,0
,0
,0
,0
,0
(인감 증명),0
,0
능지전응허가 표시판 및 착궁통보서식 1부.,0
,0
,0
농지전용 허가 통보,0
,0
.감독에 철저클 기하고 착공 및 존금시 착공보고 및 준금보고름 '장구 하기 바라다,0
,0
,0
,0
1부,0
내무과장 (감사계)  재무과장  도시과장  환경보호과장  축산과장,0
전용목적,1
문서번호,1
신청사항,1
위치,1
허가면적,1
허가위치,1
신청인,1
제목,1
시행일자,1
면적,1
산업 51311 -77,0
94; 1 :,0
농지전응 허가,0
김해국 주촌면 권지리 834 번치,0
김해군 주촌 울면 원지리 833 번지의 필지,0
893 교,0
가정동 및 사무용가구 보관창고 건립,0
김해군 주문면 원지리 833 번지의 필지,0
393 교,0
수신,1
구입한 영수증 및 대체능지조성비,1
국토이응 캐화 학인사 점부,1
전용목적 달성일로부터,1
제목,1
기재,1
사업계획서,1
전용목적,1
주 춤 면 산업 계 침부,1
우리근 주중으면,1
전용부담금,1
농어촌 진용공사에,1
토지사용승락서,1
허가조건,1
주촌면장은,1
능지전용허가증,1
138:,1
능지전용허가에 따른 다음절차는,1
지역개발금채,1
12 구진터 해,1
농지전용허가증,1
토지등기부등본,1
토저대장 등분,1
농지전용허가 표시판 및 착궁통보서식,1
수신처,1
수신처 참조,1
,0
,0
,0
'사항과 같음,0
(허가면적 3 3007미만인 경우 125 000  33881 소귀서는 워50; @8원 )틀,0
,0
5.143.680 원올,0
남부하시고 허가증올 수렁하시기 바라까,0
30일 내에 우리군 (지적과 )에 지목변경 신청하여야 합니다 -,0
건 축하가 신청하서야 하여   신청하실 때는 콩장플림신코 및 능지전용허가 신청시에 구비하여 제출하신 다음서류는 철부하 지 암으서도 덥니다 .,0
,0
,0
,0
(인감 증명 ),0
,0
1부 (제 3안 ),0
,0
,0
능지전응 허가 통보,0
원지리 833번지외 필지가 능지전응허가 되없기 에 통보하다 업무에 참고하기 바람 .,0
별철허가 증사본데 명시된 허가조건 및 제반법구칙 위반하지 양도록 지도 .감독에 철저클 기하고 착공 및 준금시 착긍보고 및 준금보고름 정구 하기 바라다   아래와 같이 감독공무원 올 임명하니 수시 확인 .점검하도록 조치바람 ,0
,0
사분` 1부,0
,0
내무과장 {감서카 )   재무과장   도시과장   환경보호과장   축심회장 ,0
048,0
주소,1
접수일자,1
신청자,1
위원회,1
의견,1
농지전용허가신청서,1
구칙,1
농자천용허가,1
전화,1
법률,1
시행령,1
제목,1
주문서번호,1
조,1
김해군 주촌면 천곡리 728-2 번지,0
(0525) 31-1485 / 31-1004,0
51300,0
1993.12.25,0
김해군수,0
농지전용 허가 신청서,0
4,0
4,0
6,0
승부질니다.,0
농지관리위원회,0
1년,0
승부,0
주소,1
전용목적,1
신청사항,1
위치,1
허가조건,1
신청인,1
허가위치,1
면적,1
김해시 주촌면 선지과 42번지,0
김해군 주촌 선치리 번지외 필지,0
27,0
일반제재업 공장부지,0
김해준,0
김해군 4'6 번지외 필지,0
고97,0
조건부 허가,0
재무과장,1
능지전용허가 증,1
능지전용히가증 사본 1부 .,1
아래와 같이 감독공무원올 임명하니 수시 학인 . 점검도록 조치바람,1
달성일로부터 30일 내예 우리군 (지적과 )에 지목변경 신청하여야 합니다 .,1
전용목적,1
능지전용허가에 따른 다음절차는 건 축하가 신청하서야 하여   신청하실 때는 궁장설림신코 및 농지전용허가 신청시에 구비하여 제 출하신 다음서류는 철부하 지 암으서도 객니다 .,1
159 끈.,1
추산각장,1
089,1
토지사용승락서 (인감증명 ),1
진용공사에 납부하시고 허가증올 수령하시기 바라다,1
우리근 주손음면 선치리 46번지외 필지가 능지전용허가 되없기 에 통보하니 업무에 참고하기 바람 .,1
토지등기부등분,1
허가조건,1
도시과장,1
일반제재업 공장부지,1
대구과장,1
토저대장 둥분,1
자여개발근체,1
주출면장은 별점허가증사본예 명시원 허가조건 및 제반법규칙 위반하지 않도록 지도 .감 독에 철저들 기하고 착공 및 준금시 착금보고 및 준금보고름 정구 하기 바라다,1
사업계학서,1
점부,1
환경보호과장,1
능지전응 허가 통보,1
,0
,0
,0
,0
하귀면저 3 309유머만인 경우 135 000  3 3993 초과서는 850 000원구률 구입환 영수증 및 '대체능지조성비  전용부담금 2941 740 원올,0
,0
,0
,0
,0
,0
,0
,0
능지전용허가 표시판 및 착공통보서식 1부 (제 3안 ),0
,0
,0
,0
,0
,0
{감서귀 },0
,0
,0
,0
,0
,0
,0
주소,1
담당자,1
문서번호,1
신청자,1
신청내용,1
전화,1
관련법률,1
제목,1
시행일자,1
김해군 주촌면 천국리 728-2 번지,0
(0525) 31-1485  31-1004,0
주촌 51300,0
1984-12-27,0
김해군수,0
산업과장,0
농지전용 허가 신청서,0
농지전용 허가신청서,0
지역개발근채,1
허가면적,1
전용목적_달성일,1
허가조건,1
전동특적,1
허가_위치,1
농지전용허가_신청,1
전용부담금,1
면적,1
신청서류,1
김해군 진영율 진명리 727번지외,0
2 7841,0
도로면 휴게소 설치,0
농지전용허가증 이면기재 사항과 같음,0
3 300미만의 경우 125 000원,0
16 648 320원,0
30일 이내에 지목변경,0
수신,1
발신자,1
철부,1
제목,1
수신처,1
내용,1
수신처촌 조,0
농지전둘히) 통보,0
산 업 계 장,0
능자전묻허기증 사분 1부,0
주소,1
수신,1
붙임,1
문서번호,1
전송,1
진영리,1
접일자,1
전화,1
김해군,1
신청,1
제목,1
시행일자,1
우편번호,1
김해군,0
621-010,0
경남 김해시 부원동 61-1,0
(0525) 32-2411,0
36-1978,0
건설 58707-61,0
94. 1.,0
94 1: ',0
산업과장,0
도로변 휴게소 설치하 가에 따른 농지전 용허가 사항 통보,0
진영리 573번지,0
도로변 휴게소 설치허가 신청에 대하여 복합민원 처리지침에 의거 불임과 같이 농지전 용허가가 동시 에 처리되없기 통 보하니 업무에 참고하기 바람.,0
농지전 용허가증 및 허가 초건 사 본 각1부. 끝.,0
수신,1
특별허가요청,1
문서번호,1
신청사유,1
불임,1
점부,1
허가조건,1
도로변휴게소설치허가신청서,1
제목,1
시행일자,1
건설 58707-61,0
94.01,0
김해군진영웅진염리 573,0
도로변 휴 게소 설치히가,0
귀하깨서 우리군 에 신청하신 . 진영움 진염리 727   727-2법 지삼,0
도로변 휴 게 소 설치하가신 청에 대하 여 불임과 같이 ` 조건부 허가하오니 조건사함올 반드 시 이행하여 주 시 기 바라오며,0
건축허가   식품위생히가등 별도의 허가루 특하여야 할 사함 예 대하여느 별도허가을 특하시고 본 공사의 착 .준공 시 15일 이내에 착곧 및 준 곡보고 서률 제출 하시기 바람니다.,0
1. 도로변 휴게소 설치하 가 서 및 허가조건 1부 전용 허가족 및 허가조건 1부,0
도로변 휴 게소 설치허가 신청서가 접수되 어 복학민원 처리 지침 에 의거 불임과 같이 도로변 휴 게 소 설치허가 및 놈지전용허가 처리하고 통보하오니 틈 .조건사함과 허가사함에 위배되지 암도록 지도 감독올 철저히 하기 바람,0
1. 도로변 휴 게 소 설치허 가서 및 '허가조건 사본 1부   2. 놈 지전용 허가증 및 허가조건 사본 각 1부,0
점부,1
수신,1
제목,1
제출한,1
산업과잠,0
도로변: 휴게소 설치허가에 따른 놈 지전용히가 사학 . 특보 진옆음 진염리 573,0
동소리 727 . 727-2번 지삼 도로변휴 게소 설치허가 신청에 대하여 복합민원 처리지침 에 의 거 불임과 같이 놈 지전욕히허가가 동 시에 처리되없기 . 통보하다니 업무 에 참고하-기 바람,0
놈지전용히가증 및 허가조건 사본 각 1부,0
수신,1
문서번호,1
15,1
항,1
1993.12,1
후,1
별철] 같이,1
1담 당 자,1
새생활,1
공식지가확언,1
업,1
산업,1
실천,1
새질서,1
척부,1
스기로에,1
61-1,1
36-1978,1
김해시,1
도로,1
시행일자,1
,0
,0
,0
621-010 /경는,0
부왼든,0
/전학 (0525) 30-1374,0
47! /전습 (0525),0
,0
,0
51311,0
,0
 4.(,0
건 설 과 장,0
,0
517/- '432 (92 기포1호 및 건 $87'0-그13,0
'의거,0
햇화니다 ( 회교히즈-다의꽤,0
스 심사회로,0
'부,0
,0
,0
주소,1
기타,1
관련허가번호,1
작성자,1
동,1
직위,1
시,1
보완지시,1
신청내용,1
위치,1
신청일자,1
농지전환허가신청,1
허가번호,1
건설,1
지역,1
우편번호,1
부서,1
621-010,0
경남,0
칼해 시,0
부민동,0
58710-358,0
1993.12.1,0
58710-354,0
도로변 휴게소 설치허가 신청,0
농지전 용허가신청,0
진영움 진영리 727  727-2번지상,0
산업과장,0
처 리 과,0
공문 사본 1부 제출,0
건설과장,1
김 해 군수,1
협조기관명,1
문서 번호,1
시행 일자,1
도로변#게소 섬치터가 신청서 보관,1
신청부지 때필지별 공시지가- 확인서 1부.,1
귀군 관래 진영올 진염리 727번지 외 1팔지대 드로변표게소 설치터가 신컵,1
도로58710,0
1993.11.27,0
그고,0
김 해 군수,0
건설과장,0
도로변#게소 섬치터가 신청서 보관,0
귀군 관래 진영올 진염리 727번지 외 1팔지대 드로변표게소 설치터가 신컵,0
신청부지 때필지별 공시지가- 확인서 1부.,0
농기전용허가신정,1
통보 하라니,1
담 당 자,1
문서번호,1
선행된후,1
좌오없으시기 바멋하니다,1
보완서품름,1
시행일자,1
제 특,1
1953.11.35.,0
산업 51311,0
람,0
도로면후소설지 회가대한보완서둑__출_,0
범질 군 날물,0
언드무진에,0
느직의보전 맛 의용미 한 빗물스행려 제나조 제소,0
서로로서,0
개뻐번에 의한,0
전통,1
진영리,1
지향일자,1
준처번호,1
농지전용,1
민원,1
도,1
동,1
설치허가,1
과적난 폭,1
건,1
새생 환,1
주소,1
전탁,1
근',1
도로변 휴계소,1
채질 서,1
협조,1
우편번호,1
신청서,1
접수,1
시,1
실전,1
허가신청서,1
전화,1
점부,1
서,1
,0
,0
,0
,0
,0
,0
621-010,0
경남,0
김해시,0
부왼동,0
(0525) 30-1487,0
(0525) 36-1978,0
58710-354,0
1993. 11 24,0
신청에 따른 보완 협조,0
573,0
도로변 휴게소 설치허가 신청서가 접수되어,0
민원1회 방 문처리제에 의거 처리코자,0
농지전용허가신청서 접수 즉시,0
협조하여 주시기 바랍니다.,0
도로변 휴게소 신청서 사본 1부.,0
근절하여 '도로보호 사고예방,0
년도,1
월,1
문서 번호,1
민원처리,1
기한,1
건선,1
허가신청,1
담당 자,1
관련일자,1
제목,1
시덩일자,1
농지법,1
1993,0
11,0
78,0
93 /1,0
꽉 태근,0
도로변 #게소 설치허가 신청서 보완,0
58710,0
93: 11. 13,0
신청인에 대하여,0
민 원1회 밤 표 처리재에 의거 처리,0
83. 11: 24까지,0
주소,1
전화번호,1
수신,1
재목,1
문서번호,1
전달,1
권영운,1
기안,1
허가신청,1
부군수,1
수선,1
도로변,1
김해군,1
현재,1
신청,1
시행일자,1
621-010 경남 김해시 부민동 61-1,0
(0525) 32-2411-20,0
건설 58710- 1567,0
93. 1: 13,0
부군수,0
점심남도기4,0
꽉 대근,0
도로면 표데소 설리 휴가서 얇0,0
김해군,0
권영운,0
신청6가,0
전달하오니,0
허가신침스 2부_및,0
수선 : 김계로 권영움 진영리,0
도로변 킬게스 설크러가 신점데_대란,0
현재 보도에 현보하오음요_알려 드리오니,0
주소,1
전용목적,1
문서번호,1
산업,1
신청사항,1
위치,1
허가면적,1
전화,1
신청인,1
제목,1
허가위치,1
면적,1
김해시 부원등,0
(0525) 30-1373,0
36-1978,0
51311-2,0
농지전응 허가,0
부산시 영도구 청학 고통 136-' 번지,0
김해군 진계 임@초전리 229 번지외 필지,0
433 교,0
타세대주택 건립,0
김해군 진계움@ 초저리 29 번지외 필지,0
435 교,0
건축허가,1
재무과장,1
진용공사에,1
위반하,1
다음절차는,1
착공통보서식,1
1부,1
다음서류는,1
기재,1
제목,1
진체면관,1
신청하여야 합니다,1
신청시에,1
하기 바라다,1
통보하니,1
감독공무원 올,1
달성일로부터,1
전용목적,1
토지대장,1
능지전용허가에,1
신청하서야 하려,1
임명하니,1
국토이응 계획확인서,1
올53,1
따른,1
별점허가 증사분에,1
전용부담금,1
구비하여,1
명시원,1
수시 확인,1
진계음@ 초전리,1
사항과,1
능지전용허가 되없기,1
수령하시기,1
원올,1
토지사용승락서,1
수신처 참조,1
축산과장,1
카세대주택 건립,1
허가조건,1
도시과장,1
저여개발궁체,1
바라다,1
사분,1
능지전용허가증,1
제출하신,1
조치바람,1
준금시,1
준금보고름 징구,1
참고하기 바람,1
진례 음면장은,1
지목변경,1
수신처,1
남부하시고 허가증올,1
때는,1
사업계학서,1
필저가,1
능지전용 허가 증,1
착공 및,1
점부,1
같음,1
우리군,1
토지등기부등본,1
229 번지외,1
지도,1
표시판 및,1
환경보호과장,1
업무에,1
내무과장,1
30일 내에,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
능지전용허가,0
,0
,0
,0
능지전용 허가 통보,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
참조,1
신청인,1
날짜,1
처리,1
제목,1
1993  11 17,0
농지전용 허가신청서,0
김 해 군,0
산 업 과,0
처리 하여 주시기 바람내 단,0
참조,1
수신,1
신청사랑,1
철부,1
문서번호,1
농지 보전 및 이용에 관한 법률 제 4조 규정에 의하여,1
목 적,1
신청인,1
면 적,1
제목,1
시행일자,1
산업 51311-시,0
94. / .,0
농지전용허가 신청서 진달 (제 1안 ),0
경상남도지사,0
농어촌 개발과장,0
본군 관내에 다음과 같이 농지 전용 허가 신청이 있어 진달 하오니 내무부 흔령 제 662호에 의거 ~까지 회시하여 주시기 바랍니다.,0
부쇠 통구 범왼동 815-3 번지.,0
위 치 : 김해군 한림 음면 명동리 / 26 번지 외 2 필지,0
4.336,0
증어물 보관창고 부지,0
능지전용허가 신청서 1부.,0
지품처리,1
주소,1
수신,1
참조,1
한림면,1
문서번호,1
부수,1
위치,1
전화,1
언세,1
법률,1
제목,1
시행일자,1
,0
,0
,0
주623 - 870 김해군 한림면 장방리 333- 5,0
42- 6301~ 3,0
27210-3805,0
1993년 12월,0
김해군 수,0
산업과장,0
농지 전용 허가 신청서,0
부산시 동구 범일동 825-3,0
농지 보전 및 이용에 관한 법률 시행 규칙 제6조의2 제1항의 규정,0
농지 전용 허가 신청서 4부,0
법률규정,1
다음절차,1
지목변경기간,1
문서번호,1
신청내용,1
허가조건,1
허가위치,1
시행일자,1
지역개발공채,1
신청서류,1
산업 51311,0
94. / .,0
귀하가 제출한 능지전응허가 신청은 민원 1회 방문처리제도에 의해 신속히 처리됨,0
민원으로서 능지보전 및 이용에 관한법률 제 4조의 규정에 의해 다음과 같이 조건부 허가하오니 허가조건이행 및 제반법규칙 철저히 준수하시기 바랍니다.,0
김해군 한림 콤면 명등리,0
능지전응허가 증이면기재 사항과 같음.,0
(허가면적 3 3033 마만의 경우 125 060원 3 300  초-과시논 250 000)틀 구입한 영수증및 대체능지조성비  전용부담금,0
전용목적 달성일로부터 30일 이내에 우리군 (지적과 )에 지목변경 신청하셔야 합니다.,0
능지전용허가에 따른 다음절차는 건축허가 신청하셔야 하려,0
supervisor,1
location,1
attachments,1
reference,1
notification,1
title,1
document,1
instructions,1
능지전용히가,0
농지전용허가 통보,0
현쩐면명등리 //76 번지외 2,0
필지가 능지전용허가 되없기에 통보하니 업무에 참고하기 바람.,0
김 산 업 계,0
능지전용허가증 사분 1부,0
수신처 내무과장  재무과장  도시과장  환경보호과장  축산과장,0
문서번호,1
개별법 (타법) 관련 부분에 대해서논 그법에 따른 절차틀 반드시 특한 후 사업 시행 하여야 함.,1
제목,1
신 청 인,1
목 죄,1
경제 활려 회복,1
이 허가증의 유표기간은 6개월이 며  이 기간내에 공사틀 착공하되 차공시논 해당 (편) 사무소에 착공 신고서클 제출하여야 함.,1
농지의 보전 및 이용에 관한 법률 제4조 제1항의 규정에 의하여 다음과 같이 조건부 허가하니 허가조건 이행 및 사후관리에 차질없기 바람.,1
농지전용 허가신청에 대하여,1
사업시행은 허가 신청시 제출한 사업계획 개요서에 의거 사업시행 하여야 하여 사업계획올 변경하거나 허가받은 면적올 확대 또는 축소하고자 활 경우에는 변경허가루 받아야 함:,1
허가조건,1
전용목적 실현 (준공등) 후? 년내 타용도 변경올 활 수 없으며 무단으로 용도록 변경 할 경우에는 농어촌발전 특별 조치 법 제75조에 따라 처벌팀올 유의하여야 함.,1
위 치,1
경남지,1
끝,1
농웬초개밥국자전설,1
경상남도,1
대체농지 조성 비 및 전용부담금 원올 농어촌진궁공사에 남입해야함,1
사업시행시논 인근농지 및 가목등에 피해가 발생하지 암도록 피해방지 시설올 완벽하게 설치하여야 하여  피해 발생시논 사업시행자가 책임처리 하여야 함.,1
전화,1
점부,1
물가 안정,1
면 적,1
시행일자,1
,0
,0
641-702 경남 창원시 사림동1,0
(0551) 83~7336,0
농개 51311~ /8,0
1994.,0
농지전용 허가,0
,0
,0
김해소 한림만 평통리,0
4336 ` (전용지역워),0
승물 보산갑고,0
무게 동수 범임동 #화 ~3 고러서님 (주),0
,0
본 허가의 효력은 위 조성비. 부담금 남입일로부3 발생하며 남기내에 납입하지 아니할 때에는 당해 허가사항울 취소할 수 있음:,0
,0
,0
,0
,0
,0
농지전용 허가증 1매 .,0
,0
,0
,0
주소,1
수신,1
참조,1
문서번호,1
신청사항,1
위치,1
목적,1
첨부,1
전화,1
신청인,1
시행일자,1
면적,1
김해시 부왼동 61-1,0
(0525) 30-1373,0
산업 51311-4,0
94. 1 .,0
경상남도지사,0
능어촌 개발과장,0
기해표 한림면 안하리 456-번치지,0
김해군 헌림운면 안하리 455 번지 외 2 필지,0
169/,0
축사및 퇴비사 거립,0
농지전용허가 신청서 1부,0
주소,1
수신,1
참조,1
부,1
문서번호,1
신청자,1
번호,1
전화,1
법률,1
제목,1
시행일자,1
결,1
김해군 한림면 장방리 333-5,0
42-6301~3,0
27210-3792,0
군수,0
1993.12.27,0
김해군수,0
1073,0
산업과장,0
농지 전용 허가 신청서 진달,0
김해군 한림면 안하리 456-1,0
농지 보전 및 이용에 관한 법률 시행 규칙 제6조의2 제1항,0
농지 전용 허가 신청서 4부,0
주소,1
축산 폐수 정화시설,1
정화시설 관리,1
준공번호,1
전화,1
축사면적,1
법률,1
시행일자,1
신청서,1
김 해시 부원동 61-1,0
(0525) 30-1331,0
1992,0
존공못,0
귀하가 재출한 축산패스 정화시설 존공검사 신청서에 대하여는,0
오수 .분뇨 및 축산페수 처티 에 관한 법률 제 26 조 및 등법 시행규칙 제 12 조의 규정에 의거,0
정화시설 내부 청소클 실시하여 방류수의 수질기준올 준수할-수 앞도록 정화시설 관리에 만전흘 기 하기 바람니다,0
제 76호,0
한림. 안하 466,0
수신,1
문서번호,1
허가위치,1
제목,1
토저 대장 등분,1
전용목적,1
산업,1
사업 계획서,1
토저서응승각{ (인금증명 },1
능지전응허가에 [다른 다음절차논 건축허가 신청하서야 하여   신청활실때는 긍장설림신코및 능지전응허가 신청시에 구비하여 제출하신 다음서콤는 철부하지 않으 서도 덥니다 _,1
다음과 같이 조 건부 허가하오니,1
귀하가,1
제출한 능지전용허가 신청은,1
대체능자조성님 전용부담급,1
토지등기부등분,1
허가조건이행 및 제반법구칙 철저히 준수하시기 바랍니다.,1
허가조건,1
지역개발공채,1
구입한 영수증,1
전용목적 달성일로부터 30일 이내에 우리군 (지적과 )에 지목변경 신청하서야 합니다.,1
능지보전 및 이용에 관한법률 제 4조의 규정에 의해,1
민원 1회방문처리제도에 의해 신속히 처리된,1
민원으로서,1
필지 면적,1
시행일자,1
,0
51311,0
94./ . .(,0
김해중 한림면 안하기,0
,0
,0
,0
,0
,0
,0
,0
,0
김해근 한 올면 안하리 453",0
1691 퓨,0
축사몇 퇴비사 건립,0
능지전응허가 증이면기재 사항과 같음.,0
(허가면적   3 300물 미만의 경우 125   000원 3 3033 초과서는 350  08낙) 틀,0
,0
,0
,0
,0
,0
,0
,0
,0
recipients,1
end,1
location,1
notification,1
copy,1
responsibility,1
document,1
능지전용허가,0
한림 울면 언아리 455 번지외,0
필지가 능지전용허가 되없기에 통보하니 업무에 참고하기 바람.,0
한림 음면장은 별점 허가증사분에 명시원 허가조건 및 제반법규클 위반 하지 양도록 지도감 특에 철저클 기하고  착공 및 준공시 착공보고 및 준공보고틀 징 구하기 바라면 아래와 같이 감독공무원 올 임명하니 수시 점검하도록 조치바람.,0
능지전용허가증 사본 1부,0
26 138,0
수신,1
1,1
문서번호,1
2,1
4,1
제목,1
5,1
산업,1
경제 활려 회복,1
주소,1
3,1
허가조건,1
참조,1
경상남도,1
처리과,1
품 장 전 결,1
접일자,1
전화,1
점부,1
물가 안정,1
시행일자,1
,0
,0
,0
641-702 경남 창원시 사림 동1,0
(0551)83~7336,0
농개 51311 ~,0
1994 1 . '6 . (준염;),0
74   시간 11 :여0,0
집해고수 수 번호 2,0
,0
산업 과장,0
품 장외 담당자,0
농지전용 허가,0
51311~,0
사업시행은 허가 신청시 제출한 사업계획 개요서에 의거 사업시행 하여야 하여 사업 계획올 변경하거나 허가발은 면적올 화대 또는 축소하고자 할 경우에는 변경허가루 받아야 함.,0
전용목적 실 현 (준공등) 후8 년내 타용도 변경올 할 수 없으려 무단으로 용도록 변경 할 경우에는 농어촌발전 특별 조치법 제75조에 따라 처벌되올 유의하여야 함.,0
이 허가증의 유표기간은 6개월이 며   이 기간내에 공사틀 차공하되 차공시논 해당 (면) 사무소에 착공 신고서클 제출 하여야 함.,0
사업시행시논 인근농지 및 가옥등에 피해가 발생하지 암도록 피해방지 시설올 완벽 하게 설치하여야 하며   피해 발생시논 사업시행자가 책임처리 하여야 함.,0
